Participant_ID,Dates,Distance
p15,2019-11-10,0.0
p15,2019-11-11,0.0
p15,2019-11-12,5.027921
p15,2019-11-13,0.0
p15,2019-11-14,0.0
p15,2019-11-15,5.775945
p15,2019-11-16,3.536929
p15,2019-11-17,0.0
p15,2019-11-18,0.0
p15,2019-11-19,2.368406
p15,2019-11-20,0.0
p15,2019-11-21,0.170585
p15,2019-11-22,0.0
p15,2019-11-23,6.941484
p15,2019-11-24,0.0
p15,2019-11-25,0.0
p15,2019-11-26,0.383968
p15,2019-11-28,7.044867
p15,2019-11-29,8.740039
p15,2019-11-30,6.973968
p15,2019-12-01,0.0
p15,2019-12-02,0.0
p15,2019-12-03,0.0
p15,2019-12-04,0.0
p15,2019-12-05,0.0
p15,2019-12-06,6.893664
p15,2019-12-07,7.371898
p15,2019-12-08,6.9075
p15,2019-12-09,0.0
p15,2019-12-10,6.763289
p15,2019-12-11,0.0
p15,2019-12-12,5.948312
p15,2019-12-14,8.56554
p15,2019-12-15,6.95121
p15,2019-12-16,0.0
p15,2019-12-17,4.599812
p15,2019-12-18,0.0
p15,2019-12-19,3.459187
p15,2019-12-20,0.0
p15,2019-12-21,7.84482
p15,2019-12-22,13.1125
p15,2019-12-23,14.464453
p15,2019-12-25,18.039468
p15,2019-12-26,4.703859
p15,2019-12-27,15.48432
p15,2019-12-28,0.07251
p15,2019-12-29,5.689781
p15,2019-12-30,12.14371
p15,2019-12-31,12.220632
p15,2020-01-01,13.801015
p15,2020-01-02,0.0
p15,2020-01-03,8.1355
p15,2020-01-05,8.684773
p15,2020-01-06,0.0
p15,2020-01-07,5.076593
p15,2020-01-08,0.0
p15,2020-01-09,0.281062
p15,2020-01-10,6.569742
p15,2020-01-11,8.755359
p15,2020-01-12,10.546734
p15,2020-01-13,0.0
p15,2020-01-14,6.985851
p15,2020-01-15,0.0
p15,2020-01-16,17.220757
p15,2020-01-17,5.589304
p15,2020-01-18,11.333914
p15,2020-01-19,11.481382
p15,2020-01-20,0.0
p15,2020-01-21,7.043179
p15,2020-01-22,0.0
p15,2020-01-23,0.0
p15,2020-01-24,0.0
p15,2020-01-25,0.0
p15,2020-01-26,11.388921
p15,2020-01-27,0.0
p15,2020-01-28,5.947078
p15,2020-01-29,0.0
p15,2020-01-30,9.520078
p15,2020-01-31,7.919453
p15,2020-02-01,10.282445
p15,2020-02-02,11.832335
p15,2020-02-03,0.0
p15,2020-02-04,7.463109
p15,2020-02-05,0.0
p15,2020-02-06,13.165242
p15,2020-02-07,11.666789
p15,2020-02-08,2.924328
p15,2020-02-09,7.615625
p15,2020-02-11,0.0
p15,2020-02-12,0.0
p15,2020-02-13,0.0
p15,2020-02-14,0.0
p15,2020-02-15,9.93257
p15,2020-02-17,6.558257
p15,2020-02-18,13.809609
p15,2020-02-19,11.343671
p15,2020-02-20,8.409296
p15,2020-02-21,15.76246
p15,2020-02-22,8.986789
p15,2020-02-23,11.288382
p15,2020-02-24,0.0
p15,2020-02-25,0.0
p15,2020-02-26,0.0
p15,2020-02-27,0.0
p15,2020-02-28,0.026833
p15,2020-02-29,13.071
p15,2020-03-01,10.879046
p15,2020-03-02,0.0
p15,2020-03-03,0.0
p15,2020-03-04,0.0
p15,2020-03-05,10.827664
p15,2020-03-06,13.189468
p15,2020-03-07,0.0
p15,2020-03-08,0.0
p15,2020-03-10,0.0
p15,2020-03-11,0.0
p15,2020-03-12,8.8705
p15,2020-03-13,10.873109
p15,2020-03-14,13.584554
p15,2020-03-15,0.0
p15,2020-03-16,6.355179
p15,2020-03-17,5.357281
p15,2020-03-18,9.703234
p15,2020-03-19,6.096781
p15,2020-03-20,11.34464
p15,2020-03-21,33.024125
p15,2020-03-22,42.178875
p15,2020-03-23,0.0
p15,2020-03-24,36.839039
p15,2020-03-25,0.0
p15,2020-03-26,32.074437
p15,2020-03-27,0.0
p15,2020-03-28,38.718328
p15,2020-03-29,0.0
p15,2020-03-30,31.558226
p15,2020-03-31,0.0
