datetime,Minutes_Asleep
2019-11-15,393
2019-11-16,585
2019-11-16,137
2019-11-17,486
2019-11-18,396
2019-11-18,57
2019-11-19,387
2019-11-20,490
2019-11-20,82
2019-11-21,518
2019-11-22,454
2019-11-23,415
2019-11-23,68
2019-11-24,597
2019-11-25,350
2019-11-26,554
2019-11-27,386
2019-11-28,393
2019-11-29,489
2019-12-03,361
2019-12-04,368
2019-12-05,412
2019-12-06,440
2019-12-07,563
2019-12-08,376
2019-12-09,486
2019-12-10,360
2019-12-11,408
2019-12-12,557
2019-12-13,413
2019-12-14,200
2019-12-16,231
2019-12-17,338
2019-12-18,450
2019-12-19,650
2019-12-19,39
2019-12-20,537
2019-12-21,471
2019-12-22,527
2019-12-23,491
2019-12-24,463
2019-12-25,496
2019-12-26,457
2019-12-27,414
2019-12-28,417
2019-12-30,380
2019-12-31,385
2020-01-01,297
2020-01-02,320
2020-01-03,275
2020-01-03,149
2020-01-04,546
2020-01-04,89
2020-01-06,483
2020-01-07,474
2020-01-08,564
2020-01-09,352
2020-01-10,563
2020-01-11,465
2020-01-12,485
2020-01-13,332
2020-01-14,483
2020-01-15,474
2020-01-16,361
2020-01-17,465
2020-01-18,522
2020-01-19,726
2020-01-20,372
2020-01-21,475
2020-01-22,330
2020-01-23,310
2020-01-24,489
2020-01-25,554
2020-01-26,542
2020-01-27,403
2020-01-28,472
2020-01-29,212
2020-01-30,212
2020-01-31,136
2020-02-02,597
2020-02-02,69
2020-02-03,411
2020-02-03,73
2020-02-05,144
2020-02-06,406
2020-02-07,345
2020-02-08,491
2020-02-09,591
2020-02-10,159
2020-02-11,523
2020-02-12,517
2020-02-13,317
2020-02-14,66
2020-02-15,491
2020-02-15,56
2020-02-17,559
2020-02-18,192
2020-02-18,105
2020-02-19,489
2020-02-20,306
2020-02-21,397
2020-02-23,552
2020-02-24,522
2020-02-25,440
2020-02-26,516
2020-02-28,494
2020-02-29,544
2020-03-01,477
2020-03-04,388
2020-03-05,500
2020-03-07,413
2020-03-09,341
2020-03-10,336
2020-03-11,290
2020-03-12,499
2020-03-14,528
2020-03-16,436
2020-03-18,488
2020-03-18,129
2020-03-19,339
2020-03-20,213
2020-03-21,334
2020-03-21,158
2020-03-22,442
2020-03-23,110
2020-03-24,431
2020-03-25,550
2020-03-26,487
2020-03-27,455
2020-03-28,377
2020-03-29,418
2020-03-30,289
2020-03-31,355
2020-04-01,210
